Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Delta Time (s)	Peak Freq (Hz)	SNR	SQ	NLP	BP	DC	FJ	SH	SB	E-Clicks in frame	Notes
206	Spectrogram 1	2	1566.575046280	1566.992075848	4685.900	51545.000	-66.10	0.4170	4687.500		3	2	1	1	0	0	0		
207	Spectrogram 1	2	1574.255278929	1574.690245253	1731.700	52767.400	-60.94	0.4350	38906.250		2	2	1	1	0	0	0		
208	Spectrogram 1	2	1574.951246698	1575.206845466	19049.200	58166.400	-48.26	0.2556	42304.688		2	1	0	1	0	0	0		
209	Spectrogram 1	2	1576.040904600	1576.431029035	2037.400	58370.100	-57.95	0.3901	12539.062		2	2	1	1	0	0	0		
210	Spectrogram 1	2	1576.484839301	1576.655238479	3259.800	26281.800	-74.30	0.1704	6562.500		3	0	0	0	0	0	0		
211	Spectrogram 1	2	1578.444975637	1579.072762082	2343.000	56230.900	-64.81	0.6278	5859.375		2	2	1	1	0	0	0		
212	Spectrogram 1	2	1582.327910519	1583.022959798	1324.300	57453.300	-64.83	0.6950	1757.812		2	2	1	1	0	0	0		
213	Spectrogram 1	2	1585.045054722	1585.722167245	1324.300	54193.500	-64.62	0.6771	17929.688		2	2	1	1	0	0	0		
214	Spectrogram 1	2	1588.928175267	1589.210679168	9677.400	11511.000	-93.15	0.2825	10898.438		2	0	0	0	0	0	0		
215	Spectrogram 1	2	1590.161512878	1590.775846757	1222.400	58370.100	-62.91	0.6143	39375.000		2	2	1	1	0	0	0		
216	Spectrogram 1	2	1590.744457434	1590.977635257	10186.800	11511.000	-92.20	0.2332	10195.312		2	0	0	0	0	0	0		
217	Spectrogram 1	2	1592.596054746	1592.869590269	9779.300	11307.300	-96.90	0.2735	10898.438		2	0	0	0	0	0	0		
218	Spectrogram 1	2	1593.250746325	1593.869564393	1426.100	58064.500	-56.32	0.6188	32460.938		2	2	1	1	0	0	0		
219	Spectrogram 1	2	1595.114156091	1595.777816047	1324.300	58675.700	-49.71	0.6637	24726.562		2	2	1	1	0	0	0		
220	Spectrogram 1	2	1597.082987910	1597.804942323	1629.900	50118.800	-56.39	0.7220	32812.500		3	2	1	1	0	0	0		
221	Spectrogram 1	2	1598.069509468	1598.786979691	1426.100	54499.200	-54.24	0.7175	32812.500		3	2	1	1	0	0	0		
222	Spectrogram 1	2	1599.886786151	1600.599772186	1222.400	57758.900	-51.70	0.7130	39609.375		2	2	1	1	0	0	0		
223	Spectrogram 1	2	1601.295925618	1601.677081675	3769.100	58268.300	-49.70	0.3812	25078.125		2	2	1	1	0	0	0		
224	Spectrogram 1	2	1604.580276101	1605.275325380	1222.400	57249.600	-58.61	0.6950	25429.688		2	2	1	1	0	0	0		
225	Spectrogram 1	2	1605.486082259	1606.342562338	1120.500	45942.300	-69.35	0.8565	3867.188		3	2	1	1	0	0	0		Nice whistle
226	Spectrogram 1	2	1607.131221218	1608.001153864	1120.500	44006.800	-66.73	0.8699	2109.375		3	2	1	1	0	0	0		
227	Spectrogram 1	2	1608.099258857	1608.928833803	1324.300	56944.000	-70.12	0.8296	10195.312		3	2	1	1	0	0	0		
228	Spectrogram 1	2	1609.644389643	1610.357375678	1426.100	53073.000	-54.85	0.7130	6445.312		2	2	1	1	0	0	0		
229	Spectrogram 1	2	1610.527774856	1611.245245080	1018.700	57657.000	-54.44	0.7175	2578.125		2	2	1	1	0	0	0		
230	Spectrogram 1	2	1612.195334760	1612.728953239	1426.100	37792.900	-61.33	0.5336	1992.188		3	2	1	1	0	0	0		
231	Spectrogram 1	2	1612.881415661	1613.504717918	1528.000	38505.900	-49.18	0.6233	9960.938		3	2	1	1	0	0	0		
232	Spectrogram 1	2	1613.603544534	1614.316530569	1833.600	37487.300	-65.44	0.7130	8203.125		3	2	1	1	0	0	0		
233	Spectrogram 1	2	1614.442087858	1615.074358493	1324.300	58472.000	-61.07	0.6323	1406.250		2	2	1	1	0	0	0		
234	Spectrogram 1	2	1618.780594059	1619.314212537	1120.500	38913.400	-60.50	0.5336	1757.812		3	2	1	1	0	0	0		
235	Spectrogram 1	2	1619.426317260	1619.740210483	916.800	39015.300	-48.67	0.3139	5625.000		3	2	1	1	0	0	0		
236	Spectrogram 1	2	1620.066276283	1620.707515295	1018.700	39932.100	-58.55	0.6412	30703.125		3	2	1	1	0	0	0		
237	Spectrogram 1	2	1622.462658930	1623.112866321	1731.700	43293.700	-62.86	0.6502	1875.000		3	2	1	1	0	0	0		
238	Spectrogram 1	2	1627.830133232	1628.260615366	18641.800	58981.300	-64.68	0.4305	36679.688		3	1	0	1	0	0	0		
239	Spectrogram 1	2	1631.489142766	1631.910656522	19660.400	59286.900	-66.32	0.4215	30585.938		2	1	0	1	0	0	0		
240	Spectrogram 1	2	1631.480174388	1631.551921410	2343.000	16706.300	-68.27	0.0717	3398.438		2	0	0	0	0	0	0		
241	Spectrogram 1	2	1633.175569118	1633.610535441	21494.100	58166.400	-73.43	0.4350	25664.062		3	1	0	1	0	0	0		
242	Spectrogram 1	2	1636.251722702	1636.610457813	22207.100	58981.300	-73.63	0.3587	30703.125		3	1	0	1	0	0	0		
243	Spectrogram 1	2	1641.078605218	1641.459761274	19864.200	58166.400	-71.13	0.3812	36679.688		3	1	0	1	0	0	0		
244	Spectrogram 1	2	1644.145790424	1644.544883236	21595.900	59286.900	-67.52	0.3991	32695.312		3	1	0	1	0	0	0		
245	Spectrogram 1	2	1648.116489100	1648.425898134	18947.400	56434.600	-66.64	0.3094	36679.688		3	1	0	1	0	0	0		
246	Spectrogram 1	2	1653.009560669	1653.449011180	7538.200	49915.100	-72.84	0.4395	22734.375		3	2	1	1	0	0	0		
247	Spectrogram 1	2	1654.498311382	1654.996056350	7028.900	47877.800	-69.97	0.4977	22968.750		3	2	1	1	0	0	0		
248	Spectrogram 1	2	1666.556562669	1667.390621804	713.100	56434.600	-56.35	0.8341	24140.625		1	2	1	1	0	0	0		
249	Spectrogram 1	2	1695.277497404	1696.030841139	1528.000	37487.300	-76.10	0.7533	2695.312		3	2	1	1	0	0	0		
250	Spectrogram 1	2	1699.944623782	1700.415463616	3157.900	45738.500	-74.82	0.4708	23203.125		3	2	1	1	0	0	0		
251	Spectrogram 1	2	1703.708136881	1704.174492526	5500.800	40645.200	-76.47	0.4664	30937.500		3	2	1	1	0	0	0		
252	Spectrogram 1	2	1717.064060105	1717.768077762	4380.300	45942.300	-66.19	0.7040	24140.625		3	2	1	1	0	0	0		
253	Spectrogram 1	2	1719.570721699	1720.368907323	713.100	56129.000	-66.12	0.7982	21679.688		3	2	1	1	0	0	0		
254	Spectrogram 1	2	1722.866599163	1723.346407375	2037.400	56027.200	-68.86	0.4798	2226.562		3	2	1	1	0	0	0		
255	Spectrogram 1	2	1725.242124952	1725.789195998	1426.100	58879.500	-67.22	0.5471	2343.750		3	2	1	1	0	0	0		
256	Spectrogram 1	2	1747.146725413	1747.460618636	1018.700	38302.200	-68.19	0.3139	6914.062		3	2	1	1	0	0	0		What a miserable sound
257	Spectrogram 1	2	1749.752399286	1750.205302365	1528.000	17011.900	-67.28	0.4529	7734.375		3	0	0	0	0	0	0		
258	Spectrogram 1	2	1823.446970043	1823.989556900	814.900	23633.300	-64.19	0.5426	3750.000		3	2	1	1	0	0	0		
259	Spectrogram 1	2	2088.012663016	2088.348977183	1120.500	58675.700	-43.75	0.3363	39023.438		1	0	0	0	0	0	0		
260	Spectrogram 1	2	2088.622512706	2088.707712295	814.900	59490.700	-45.28	0.0852	38320.312		2	2	1	1	0	0	0		Odd
261	Spectrogram 1	2	2088.896048228	2089.039542273	916.800	58981.300	-56.63	0.1435	1171.875		2	0	0	0	0	0	0		
262	Spectrogram 1	2	2090.742341295	2090.908256284	814.900	59083.200	-46.35	0.1659	25898.438		2	0	0	0	0	0	0		
263	Spectrogram 1	2	2091.459811518	2091.787157308	509.300	59694.400	-46.08	0.3273	937.500		1	0	0	0	0	0	0		
