Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Delta Time (s)	Peak Freq (Hz)	SNR	SQ	NLP	BP	DC	FJ	SH	SB	E-Clicks in frame	Notes
17	Spectrogram 1	1	924.391743057	925.350919335	808.100	40486.900	-42.53	0.9592	13710.938	29.8	1	2	1	1	0	0	0		
18	Spectrogram 1	1	925.581047279	926.564609395	969.700	41214.200	-42.74	0.9836	12421.875	29.6	1	2	1	1	0	0	0		
19	Spectrogram 1	1	926.768480428	927.199296892	2505.200	39355.500	-55.17	0.4308	20390.625	17.1	1	0	0	0	0	0	0		No underlying pulsed call
20	Spectrogram 1	1	927.345611917	928.190987620	1212.200	42103.200	-42.03	0.8454	9726.562	30.3	1	2	1	1	0	0	0		
21	Spectrogram 1	1	929.753594642	930.501426995	3885.700	50400.000	-62.14	0.7478	17812.500	9.8	1	0	0	0	0	0	0		Not biphonated
22	Spectrogram 1	1	931.697301144	932.632091585	1257.100	49485.700	-46.88	0.9348	11484.375	25.4	1	2	1	1	0	0	0		
23	Spectrogram 1	1	944.661071614	945.742177081	1371.400	48914.300	-47.68	1.0811	21679.688	24.6	1	2	1	1	0	0	0		
24	Spectrogram 1	1	946.156736320	947.099655373	1371.400	56342.900	-45.94	0.9429	18281.250	26.4	1	2	1	1	0	0	0		
25	Spectrogram 1	1	947.857830743	949.142151523	914.300	56800.000	-38.51	1.2843	10078.125	33.8	1	2	1	1	0	0	0		
26	Spectrogram 1	1	949.353495448	950.361443402	1142.900	53142.900	-41.19	1.0079	10429.688	31.1	1	2	1	1	0	0	0		
27	Spectrogram 1	1	950.502156608	951.493847336	1028.600	52114.300	-40.74	0.9917	11015.625	31.6	1	2	1	1	0	0	0		
28	Spectrogram 1	1	951.664548199	952.493666677	1485.700	50285.700	-40.01	0.8291	10429.688	32.3	1	2	1	1	0	0	0		
29	Spectrogram 1	1	969.516496323	970.906489066	1257.100	57828.600	-40.67	1.3900	20859.375	21.9	1	2	1	1	0	0	0		
30	Spectrogram 1	1	971.025644215	972.171778582	1142.900	53142.900	-39.74	1.1461	11015.625	22.8	1	2	1	1	0	0	0		
31	Spectrogram 1	1	972.277450544	973.366684623	800.000	51771.400	-40.81	1.0892	9726.562	21.7	1	2	1	1	0	0	0		
32	Spectrogram 1	1	973.382941848	974.122645588	914.300	51085.700	-42.99	0.7397	9960.938	19.5	1	2	1	1	0	0	0		
33	Spectrogram 1	1	974.849575604	976.215182509	914.300	59200.000	-40.28	1.3656	19570.312	22.2	1	2	1	1	0	0	0		
34	Spectrogram 1	1	976.361497535	977.231259075	685.700	54171.400	-39.83	0.8698	13593.750	22.7	1	2	1	1	0	0	0		
35	Spectrogram 1	1	977.350414225	978.114503802	1142.900	52000.000	-41.08	0.7641	9023.438	21.4	1	2	1	1	0	0	0		
36	Spectrogram 1	1	978.244561603	979.008651181	685.700	46057.100	-42.59	0.7641	8789.062	19.9	1	2	1	1	0	0	0		
37	Spectrogram 1	1	981.155904928	982.220753170	1028.600	55885.700	-41.45	1.0648	10312.500	21.1	1	2	1	1	0	0	0		
38	Spectrogram 1	1	983.220572511	984.407349940	1371.400	56228.600	-41.63	1.1868	9609.375	20.9	1	2	1	1	0	0	0		
39	Spectrogram 1	1	984.569922190	985.309625930	1028.600	48914.300	-40.02	0.7397	9375.000	22.5	1	2	1	1	0	0	0		
40	Spectrogram 1	1	985.498821222	986.758756164	1257.100	45714.300	-43.77	1.2599	9023.438	18.7	1	2	1	1	0	0	0		
41	Spectrogram 1	1	987.546317215	988.562393781	1371.400	51200.000	-40.41	1.0161	9375.000	22.1	1	2	1	1	0	0	0		
42	Spectrogram 1	1	988.538007943	989.237068621	1600.000	44914.300	-41.75	0.6991	10781.250	20.8	1	2	1	1	0	0	0		
43	Spectrogram 1	1	989.375135448	990.261154214	1714.300	58057.100	-42.09	0.8860	11953.125	20.4	1	2	1	1	0	0	0		
44	Spectrogram 1	1	990.407469239	991.407288580	1028.600	58628.600	-42.74	0.9998	11601.562	19.8	1	2	1	1	0	0	0		
45	Spectrogram 1	1	993.660530953	994.635964457	1142.900	55314.300	-34.08	0.9754	1171.875	28.5	2	2	1	1	0	0	0		
46	Spectrogram 1	1	994.822922545	995.847127724	1257.100	45142.900	-37.65	1.0242	15000.000	24.9	1	2	1	1	0	0	0		
47	Spectrogram 1	1	996.839475597	998.066896089	685.700	45942.900	-42.01	1.2274	17578.125	20.5	1	2	1	1	0	0	0		
48	Spectrogram 1	1	998.717185091	999.790161945	685.700	51200.000	-43.49	1.0730	10195.312	19.0	1	2	1	1	0	0	0		
49	Spectrogram 1	1	1000.266670782	1001.672920750	1371.400	38514.300	-49.26	1.4062	10195.312	13.1	1	2	1	1	0	0	0		
50	Spectrogram 1	1	1005.128588675	1005.868292416	4000.000	36000.000	-41.24	0.7397	5273.438	21.3	2	2	1	1	0	0	0		
51	Spectrogram 1	1	1007.006298170	1007.680973009	4914.300	45371.400	-61.45	0.6747	9609.375	8.9	1	0	0	0	0	0	0		
52	Spectrogram 1	1	1008.063017798	1009.005936852	2857.100	42971.400	-45.31	0.9429	19921.875	25.6	1	2	1	1	0	0	0		
53	Spectrogram 1	1	1009.142910761	1009.589984450	3314.300	30400.000	-45.85	0.4471	10078.125	25.0	1	2	1	1	0	0	0		
54	Spectrogram 1	1	1010.345945415	1011.028748868	914.300	44800.000	-35.58	0.6828	19453.125	35.3	1	2	1	1	0	0	0		
55	Spectrogram 1	1	1011.110034993	1011.752195383	571.400	44228.600	-35.78	0.6422	19453.125	35.1	1	2	1	1	0	0	0		
56	Spectrogram 1	1	1011.898865140	1012.646697492	1257.100	40685.700	-38.68	0.7478	14414.062	32.2	1	2	1	1	0	0	0		
57	Spectrogram 1	1	1012.825526968	1013.630259608	914.300	35200.000	-39.11	0.8047	20273.438	31.8	1	2	1	1	0	0	0		
58	Spectrogram 1	1	1015.715931313	1016.740136491	914.300	51542.900	-31.59	1.0242	1406.250	39.3	2	2	1	1	0	0	0		
59	Spectrogram 1	1	1016.821422617	1017.552997744	800.000	40800.000	-36.52	0.7316	9960.938	34.4	1	2	1	1	0	0	0		
60	Spectrogram 1	1	1018.271799148	1019.369161839	685.700	45485.700	-38.03	1.0974	18164.062	32.9	1	2	1	1	0	0	0		
61	Spectrogram 1	1	1019.678049115	1020.645354006	1142.900	53942.900	-45.46	0.9673	20507.812	25.4	1	2	1	1	0	0	0		
62	Spectrogram 1	1	1021.551116348	1022.518421239	571.400	45942.900	-37.32	0.9673	9960.938	33.6	1	2	1	1	0	0	0		
63	Spectrogram 1	1	1023.607655317	1024.526188533	914.300	53257.100	-43.60	0.9185	10429.688	27.3	1	2	1	1	0	0	0		
64	Spectrogram 1	1	1025.503234465	1026.421767680	914.300	41028.600	-43.97	0.9185	10898.438	26.9	1	2	1	1	0	0	0		
65	Spectrogram 1	1	1026.909484432	1027.779245973	1028.600	50857.100	-42.25	0.8698	21093.750	28.7	1	2	1	1	0	0	0		
66	Spectrogram 1	1	1027.901175160	1028.356377462	2057.100	35542.900	-62.75	0.4552	21914.062	7.4	1	0	0	0	0	0	0		
67	Spectrogram 1	1	1029.354686161	1030.248833539	1485.700	45028.600	-39.37	0.8941	9726.562	31.5	1	2	1	1	0	0	0		
68	Spectrogram 1	1	1035.528135603	1036.788070545	1828.600	56228.600	-36.79	1.2599	1875.000	34.1	2	2	1	1	0	0	0		
69	Spectrogram 1	1	1036.991285858	1037.844790173	1485.700	57371.400	-40.64	0.8535	10195.312	30.3	1	2	1	1	0	0	0		
70	Spectrogram 1	1	1039.215444964	1040.166492630	457.100	53028.600	-40.92	0.9510	12421.875	30.0	1	2	1	1	0	0	0		
71	Spectrogram 1	1	1042.980917381	1043.793778633	685.700	51885.700	-45.06	0.8129	9492.188	25.8	1	2	1	1	0	0	0		
72	Spectrogram 1	1	1047.829402980	1048.788579259	914.300	49714.300	-38.89	0.9592	14882.812	32.0	1	2	1	1	0	0	0		
73	Spectrogram 1	1	1048.983665959	1049.918456400	1257.100	44685.700	-37.79	0.9348	9960.938	33.1	1	2	1	1	0	0	0		
74	Spectrogram 1	1	1050.665380088	1051.803385842	685.700	47771.400	-38.13	1.1380	18750.000	32.8	1	2	1	1	0	0	0		
75	Spectrogram 1	1	1052.446201951	1053.429764067	1028.600	38171.400	-42.88	0.9836	21445.312	28.0	1	2	1	1	0	0	0		
76	Spectrogram 1	1	1054.128824744	1055.453788587	1485.700	54400.000	-43.30	1.3250	15234.375	27.6	1	2	1	1	0	0	0		
77	Spectrogram 1	1	1055.738644756	1056.925422186	1142.900	53142.900	-40.37	1.1868	11601.562	30.5	1	2	1	1	0	0	0		
78	Spectrogram 1	1	1058.067218129	1059.148323595	1257.100	50514.300	-37.51	1.0811	18750.000	33.4	1	2	1	1	0	0	0		
79	Spectrogram 1	1	2489.561926623	2490.439816776	285.700	19371.400	-58.12	0.8779	351.562	20.5	2	0	0	0	0	0	0		
80	Spectrogram 1	1	2797.543010345	2797.998212647	800.000	22400.000	-67.82	0.4552	21679.688	14.1	2	1	0	1	0	0	0		
81	Spectrogram 1	1	2799.868145410	2800.274576036	571.400	23314.300	-66.85	0.4064	6093.750	15.1	2	1	0	1	0	0	0		
82	Spectrogram 1	1	2801.866270600	2802.362115964	628.600	24514.300	-66.66	0.4958	8320.312	15.3	2	1	0	1	0	0	0		
83	Spectrogram 1	1	2804.760712380	2805.240300519	457.100	22114.300	-64.21	0.4796	5507.812	17.8	2	1	0	1	0	0	0		
84	Spectrogram 1	1	2807.073681397	2807.569526761	514.300	24114.300	-60.66	0.4958	5507.812	21.4	2	1	0	1	0	0	0		
85	Spectrogram 1	1	2809.569165443	2810.073139420	800.000	23371.400	-60.21	0.5040	8554.688	21.9	2	1	0	1	0	0	0		
86	Spectrogram 1	1	2811.375943229	2812.131904194	571.400	21314.300	-59.04	0.7560	7148.438	23	2	1	0	1	0	0	0		
87	Spectrogram 1	1	2813.140808856	2813.652911445	685.700	21428.600	-59.08	0.5121	7968.750	23	2	1	0	1	0	0	0		
88	Spectrogram 1	1	2815.067945745	2815.661334459	800.000	20685.700	-58.07	0.5934	4101.562	24	2	1	0	1	0	0	0		
